model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,gpu_brand,gpu_type,gpu_vram,gpu_series,cpu_brand,cpu_family,cpu_generation,cpu_series
Xiaomi Notebook Pro 120G Laptop,Xiaomi,12th Gen Core i5,16,512,0,Windows,2 GBNVIDIA MX550,14.0,2560 x 1600,8,12,73,76490,NVIDIA,Dedicated,2,MX,INTEL,CORE I5,12,OTHER
Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050TI,15.6,1920 x 1080,8,12,69,92772,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
Dell Inspiron 7420 D560828WIN9S Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1200,10,12,56,80490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP Spectre x360 13-ef0057TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.5,1920 x 1280,10,12,69,108990,INTEL,Integrated,0,OTHER,INTEL,CORE I5,12,OTHER
Dell G15-5521 SE D560738WIN9B Laptop,Dell,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,85,137490,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Gigabyte Aorus 15 XE5 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,82,184900,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
HP Spectre x360 16-f1009TX Laptop,HP,12th Gen Core i7,16,1000,0,Windows,4 GB INTEL ARC A370M 4GB VRAM,16.0,3840 x 2400,12,16,74,176990,INTEL,Dedicated,4,ARC,INTEL,CORE I7,12,OTHER
Asus ROG Strix G17 G713RM-KH168W Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,17.3,1920 x 1080,8,16,67,129990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
HP Spectre x360 13-ef0052TU OLED Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,13.5,3000 x 2000,10,12,67,110480,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Gigabyte Aorus 15 XE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,82,179990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Asus ROG Strix Scar 17 SE G733CX-LL013WS Gaming Laptop,Asus,12th Gen Core i9,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,2560 x 1440,16,24,86,359990,NVIDIA,Dedicated,16,RTX,INTEL,CORE I9,12,OTHER
HP 255 G8 R3 Laptop,HP,AMD Ryzen 3,8,0,1000,Windows,MISSING,15.6,1920 x 1080,4,0,44,36600,OTHER,Integrated,0,OTHER,AMD,RYZEN 3,0,OTHER
HP Victus 15-fb0053AX Gaming Laptop,HP,Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,8,16,71,83099,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Acer Nitro AN515-57 Gaming Laptop,Acer,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,73,82990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
Acer Nitro 5 AN515-58 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,72,82990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,Acer,Intel Core i5,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,67,62990,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,0,OTHER
Asus Vivobook 15 2022 X1502ZA-EZ511WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,12,16,66,64980,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,161990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 9,6000,HS
Asus Zenbook Flip 14 OLED UP5401ZA-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,INTEL INTEGRATED IRIS XE,14.0,2880 x 1800,14,20,78,146490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus ProArt StudioBook Pro 16 H7600ZM-L901WS Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,3840 x 2400,14,20,87,217490,NVIDIA,Dedicated,6,RTX,INTEL,CORE I9,12,OTHER
Asus ROG Zephyrus G15 GA503RM-LN095WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,82,164990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 9,6000,HS
Asus ProArt StudioBook Pro 16 H7600ZW-L711WS Laptop,Asus,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,16.0,3840 x 2400,14,20,91,238121,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
MSI Stealth GS77 12UGS Gaming Laptop,MSI,12th Gen Core i7,32,2000,0,Windows,8 GB NVIDIA RTX 3070TI,17.3,2560 x 1440,14,20,93,308990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,3840 x 2400,14,20,94,249990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I9,12,OTHER
Gigabyte Aorus 5 KE4 Gaming Laptop,Gigabyte,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,80,185000,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,0,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,51,34800,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,256,1000,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,55,41500,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
HP 250 G8 64Q91PA Laptop,HP,11th Gen Core i5,8,0,1000,Windows,INTEL INTEGRATED,15.6,1366 x 768,4,8,50,64000,INTEL,Integrated,0,OTHER,INTEL,CORE I5,11,OTHER
Dell Latitude 3420 Laptop,Dell,11th Gen Core i3,4,512,0,Ubuntu,INTEL UHD,14.0,1366 x 768,2,4,53,42000,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop,Lenovo,AMD Ryzen 7-5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,72,73590,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Acer Aspire 3 A314-35 UN.K0SSI.033 Laptop,Acer,Pentium Silver N6000,8,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,4,48,24990,INTEL,Integrated,0,UHD,INTEL,PENTIUM,0,OTHER
Asus VivoBook 15 X515JA-EJ552WS Laptop,Asus,10th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,59,50000,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
MSI Vector GP66 12UGSO-623IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,14,20,87,212990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Acer Aspire 3 A314-35 UN.K0SSI.030 Laptop,Acer,Pentium Silver N6000,4,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,4,4,47,22990,INTEL,Integrated,0,UHD,INTEL,PENTIUM,0,OTHER
MSI Vector GP66 GP76-12UGSO Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,17.3,1920 x 1080,14,20,86,205000,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Asus ZenBook Pro Duo 14 OLED UX8402ZA-LM711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,INTEL INTEGRATED IRIS XE,14.5,2880 x 1800,14,20,76,149990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus ZenBook Pro Duo 14 OLED UX8402ZE-LM921WS Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,14.5,2880 x 1800,14,20,85,179990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I9,12,OTHER
Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZA-M501WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.5,2880 x 1800,12,16,67,118299,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Dell Inspiron 3525 D560831WIN9SE Laptop,Dell,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,2,4,59,36680,AMD,Integrated,0,OTHER,AMD,RYZEN 3,3000,U
Asus TUF Gaming A15 2022 FA577RM-HF031WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,81,115990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
Dell Alienware x15 R2 D569941WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,1920 x 1080,8,20,86,280490,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
HP Victus 15-fa0353TX Laptop,HP,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,63,90990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
HP Spectre x360 13-ef0054TU Laptop,HP,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,13.5,3000 x 2000,14,20,75,150480,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,12,74,89990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
Lenovo IdeaPad Gaming 3 82K201YCIN Laptop,Lenovo,AMD Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,71,66489,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,H
Asus VivoBook 14 X415EA-EK322WS Notebook,Asus,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED INTEL UHD,14.0,1920 x 1080,2,4,57,38490,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Acer Aspire 3 A315-23 UN.HVTSI.015 Laptop,Acer,AMD Ryzen 5 3500U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,4,8,56,38994,AMD,Integrated,0,OTHER,AMD,RYZEN 5,3000,U
Acer Aspire 3 A315-23 UN.HVTSI.010 Laptop,Acer,AMD Ryzen 3 3250U,8,512,0,Windows,AMD RADEON AMD,15.6,1920 x 1080,2,4,56,34490,AMD,Integrated,0,OTHER,AMD,RYZEN 3,3000,U
Asus ROG Strix G15 2022 G513RW-HQ149WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,2560 x 1440,8,16,82,174990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HX
Asus ROG Strix G15 2022 G513RS-HQ024WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3080,15.6,2560 x 1440,8,16,82,186000,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HX
Dell Inspiron 5410 ICC-C782512WIN8 Laptop,Dell,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,69,65600,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,10,12,55,62390,INTEL,Integrated,0,UHD,INTEL,CORE I5,12,OTHER
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,4,8,55,53990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Acer Nitro 5 AN515-58 Laptop,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,79,124990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
LG Gram 14 14Z90Q-G.AJ56A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1200 x 1920,12,16,68,91490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Dell Alienware X17 R2 D569943WIN9 Gaming Laptop,Dell,12th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,1920 x 1080,14,20,92,300490,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Asus TUF Gaming A17 FA706IHR-HX031W Gaming Laptop,Asus,AMD Ryzen 5 4600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,17.3,1920 x 1080,6,12,71,70000,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,4000,H
Asus ROG Strix G15 2022 G513RW-HQ137WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,15.6,2560 x 1440,8,16,84,174990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HX
Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,51,70900,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,80,137990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
HP Victus 15-fa0351TX Laptop,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,61,88570,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
HP 15s-eq1561AU Laptop,HP,AMD Ryzen 3 3250U,8,256,0,Windows,AMD RADEON RADEON,15.6,1366 x 768,2,4,55,29997,AMD,Integrated,0,OTHER,AMD,RYZEN 3,3000,U
Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,14,20,85,174990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop,Asus,11th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,66,85990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,11,OTHER
Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop,Asus,Ryzen 7 5800H,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,1920 x 1080,8,16,81,146990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 7,5000,H
HP Pavilion x360 14-dy0212TU Laptop,HP,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1366 x 768,4,8,54,46999,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,11,OTHER
Lenovo IdeaPad Slim 3 81X800LAIN Laptop,Lenovo,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,45,39650,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo Thinkpad P15s 20W7S1H800 Laptop,Lenovo,11th Gen Core i7,32,1000,0,Windows,4 GB NVIDIA QUADRO T500,15.6,1920 x 1080,4,8,76,168500,NVIDIA,Dedicated,4,OTHER,INTEL,CORE I7,11,OTHER
HP 14s-dq3037tu Laptop,HP,Intel Celeron N4500,8,256,0,Windows,INTEL INTEGRATED UHD,14.0,1366 x 768,2,0,45,25521,INTEL,Integrated,0,UHD,INTEL,CELERON,0,OTHER
HP Pavilion x360 14-ek0088TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,62,89990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop,Asus,AMD Ryzen 5-5600H,16,512,0,Windows,AMD RADEON,14.0,1920 x 1200,6,12,63,72990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,H
Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop,Acer,AMD Ryzen 5-5500U,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,68,56990,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,U
Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop,Acer,AMD 3020e,4,0,1000,Windows,AMD RADEON AMD,14.0,1366 x 768,2,2,48,22449,AMD,Integrated,0,OTHER,AMD,OTHER,0,OTHER
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen 3 3250U,8,256,1000,Windows,AMD RADEON RADEON,15.6,1920 x 1080,2,4,60,47990,AMD,Integrated,0,OTHER,AMD,RYZEN 3,3000,U
Lenovo ThinkPad T14 20W0S1HW00 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,2 GBNVIDIA MX450,14.0,1920 x 1080,4,8,67,153970,NVIDIA,Dedicated,2,MX,INTEL,CORE I7,11,OTHER
Lenovo Ideapad Gaming 3 82K201UMIN Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,67,79990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Dell Vostro 5625 laptop,Dell,AMD Ryzen 7-5825U,16,512,0,Windows,AMD RADEON,16.0,1920 x 1200,8,16,61,70990,AMD,Integrated,0,OTHER,AMD,RYZEN 7,5000,U
Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,59,90990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 9,5000,HX
Lenovo IdeaPad 3 82RK0064IN Laptop,Lenovo,12th Gen Core i5,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,10,12,60,58099,INTEL,Integrated,0,UHD,INTEL,CORE I5,12,OTHER
Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,60,63990,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,11,OTHER
Fujitsu UH-X FPC01319LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,73,82994,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Fujitsu UH-X FPC02568LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,65,73494,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Fujitsu CH FPC02548LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,62,54490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Fujitsu UH-X FPC02569LK Laptop,Fujitsu,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,66,82994,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,11,OTHER
Dell Alienware M15 ICC-C780002WIN8 Laptop,Dell,AMD Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050TI,15.6,1920 x 1080,8,16,67,131699,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,Lenovo,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,72,64990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,11,OTHER
HP Spectre X360 16-f1003TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,16.0,3072 x 1920,14,20,76,138999,INTEL,Integrated,0,OTHER,INTEL,CORE I7,12,OTHER
HP Pavilion 14-eh0021TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2240 x 1400,12,16,66,74990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP Victus 15-fa0073TX Laptop,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,61,85990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
HP Pavilion 14-eh0025TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2240 x 1400,12,16,65,73500,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Lenovo Yoga 7 Flip 82QE009SIN Laptop,Lenovo,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,12,16,71,112990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN Laptop,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,76,109990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,5000,H
Acer Aspire 5 NX.K6SSI.002 Laptop,Acer,12th Gen Core i3,8,512,0,Windows,INTEL UHD,15.6,1920 x 1080,6,8,49,40990,INTEL,Integrated,0,UHD,INTEL,CORE I3,12,OTHER
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,Asus,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,73,76990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,11,OTHER
Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,12,16,65,61990,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,12,OTHER
Dell Vostro 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD RADEON RADEON,15.6,1920 x 1080,8,16,67,57990,AMD,Integrated,0,OTHER,AMD,OTHER,0,U
LG Gram 16Z90Q-G.AJ54A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1600 x 2560,12,16,67,96490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Dell Vostro 3425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,67,52499,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop,Asus,10th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,4,8,61,67461,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,10,OTHER
Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD RADEON AMD,13.4,1920 x 1200,8,16,75,144990,AMD,Integrated,0,OTHER,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,8 GB AMD RADEON RX 6800S,14.0,2560 x 1600,8,16,87,199990,AMD,Dedicated,8,RX,AMD,RYZEN 9,6000,HS
Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,8,16,82,164104,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,8,16,84,175990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,144990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,156990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,3840 x 2400,8,16,93,396990,NVIDIA,Dedicated,16,RTX,AMD,OTHER,0,HX
Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3080,15.6,2560 x 1440,8,16,84,199086,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HS
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,1920 x 1200,8,16,91,361990,NVIDIA,Dedicated,16,RTX,AMD,OTHER,0,HX
Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,8 GB AMD RADEON RX 6700S,14.0,2560 x 1600,8,16,80,159399,AMD,Dedicated,8,RX,AMD,RYZEN 7,6000,HS
