model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price
Asus Vivobook S14 OLED S3402ZA-KM701WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,14,20,72,81990
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,14,20,75,116990
Asus Vivobook 14 OLED UX3402ZA-KM531WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,2880 x 1800,12,16,61,85990
Lenovo IdeaPad Slim 3 81X800J1IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,4,8,60,53100
Asus Zenbook Space Edition UX5401ZAS-KN521WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,2880 x 1800,12,16,67,104390
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,INTEL IRIS X,14.0,2880 x 1800,14,20,78,159990
Lenovo ThinkBook 14 20VDA0TLIH Laptop,Lenovo,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,4,8,65,69490
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,8,0,1000,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,56,62999
Asus TUF Gaming A15 FA506IC-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1080 x 1920,8,16,55,80990
Acer Extensa EX215-31 Laptop,Acer,Intel Pentium N5030,4,256,0,Windows,INTEL INTEGRATED UHD 605,15.6,1366 x 768,4,0,49,23899
Fujitsu CH 4ZR1H03553 Laptop,Fujitsu,11th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,63,54990
Lenovo Thinkpad P15v 21AAS0R100 Laptop,Lenovo,11th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA QUADRO T600,15.6,1920 x 1080,8,16,76,146500
Asus VivoBook 15 X515JA-BQ521WS Laptop,Asus,10th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,55,42990
Fujitsu UH-X 4ZR1F38027 Laptop,Fujitsu,11th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,69,99990
Lenovo IdeaPad Slim 3 81WE01QLIN Laptop,Lenovo,10th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,2,4,53,37490
Asus K413EA-EB522WS Laptop,Asus,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,63,56990
HP Victus 16-e0361ax Gaming Laptop,HP,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,16.1,1920 x 1080,8,16,76,104490
Asus Vivobook Pro 14 OLED 2021 M3401QC-KM045WS Laptop,Asus,Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,14.0,2880 x 1800,8,16,67,87500
HP Pavilion 14-EC1019AU Laptop,HP,Ryzen 5 5625U,16,512,0,Windows,AMD RADEON AMD,14.0,1920 x 1080,6,12,60,61990
Asus TUF A15 OLED FA507RM-HF030WS Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,69,114600
Asus VivoBook 14 X415JA-EB501WS Laptop,Asus,10th Gen Core i5,8,0,1000,Windows,INTEL UHD,14.0,1920 x 1080,4,8,54,41990
HP Pavilion 14-EC1008AU Laptop,HP,Ryzen 7 5825U,16,512,0,Windows,AMD RADEON AMD,14.0,1920 x 1080,8,16,59,78889
HP 15s-du3519TX Laptop,HP,11th Gen Core i5,8,512,0,Windows,2 GBNVIDIA MX450,15.6,1920 x 1080,4,8,62,58990
Asus Strix G15 G513RM-HQ273WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,79,134490
Asus BR1100CKA-GJ0722W Notebook,Asus,Celeron N4500,4,128,0,Windows,MISSING,11.6,1366 x 768,2,0,44,22990
Fujitsu UH-X 4ZR1F38024 Laptop,Fujitsu,11th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,13.3,1920 x 1080,4,8,63,84990
Asus BR1100CKA-GJ0722W Laptop,Asus,Celeron N4500,4,128,0,Windows,INTEL UHD,11.6,1366 x 768,2,0,45,22990
Lenovo Yoga 6 13ALC6 82ND00DPIN Laptop,Lenovo,Ryzen 7 5700U,16,1000,0,Windows,AMD RADEON AMD,13.3,1920 x 1080,8,16,68,92999
Asus BR1100FKA-BP1104W Laptop,Asus,Celeron N4500,4,128,0,Windows,INTEL INTEGRATED UHD,11.6,1366 x 768,2,0,49,29990
Asus ROG Strix Scar 17 G733ZW-LL139WS Gaming Laptop,Asus,12th Gen Core i9,32,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,2560 x 1440,14,20,79,249990
